,index,niveau,niveaunaam,gebiedcodenaam,wijkcode,jaar,Woonoppervlak_0_40,Woonoppervlak_40_60,Woonoppervlak_60_80,Woonoppervlak_80_100,Woonoppervlak_100_plus,Woonoppervlak_onbekend,VCRIMIN_I,Culturele_voorzieningen,Aanbod_basisscholen,Woningdichtheid,Eenouder_huishouden,Eenpersoons_huishouden,Stel_zonder_kind_huishouden,Stel_met_kind_huishouden,overige_huishouden,Corporatiewoningen,Particuliere_huur,Koopwoninging,WOZ_per_M2,index,wijkcode,lon,lat
321,6826,4,Wijk,FH De Punt,FH,2018,"6,2",28,"26,8","25,5","13,3","0,1",118.0,,,4528.0,"8,1","50,5","17,8","22,1","1,4","40,1",16,"43,9",2459.0,73,FH,4.7843972,52.3576807
322,6827,4,Wijk,FJ Osdorp-Midden,FJ,2018,"2,9","12,7","32,9","30,3","20,9","0,4",85.0,,,6387.0,"10,6",44,"18,2","25,8","1,4","59,9","12,7","27,4",2621.0,85,FJ,4.7951324,52.35534825
323,6828,4,Wijk,FK Osdorp-Oost,FK,2018,"3,4","21,4","42,5","17,9","14,5","0,4",106.0,,,5036.0,9,"51,3","21,1","17,3","1,3","54,2","16,8","28,9",2660.0,86,FK,4.80788145,52.3584471
324,6829,4,Wijk,FL Slotervaart-Noord,FL,2018,"4,7","16,5","34,8","21,8","22,1","0,1",63.0,,,2978.0,"11,4","41,6","21,8","24,1","1,2","38,1","28,3","33,6",3099.0,87,FL,4.82330125,52.3648658
325,6830,4,Wijk,FM Overtoomse Veld,FM,2018,12,"15,7",27,"26,7","18,3","0,3",92.0,,,3767.0,7,"53,9","19,3","18,3","1,5","41,3","41,8","16,9",3081.0,88,FM,4.84217435,52.36552265
326,6831,4,Wijk,FN Slotervaart-Zuid,FN,2018,"11,9","16,5","35,5","19,3","14,4","2,4",112.0,,,3961.0,"8,6","55,5","18,6",16,"1,3","69,9","11,5","18,6",3139.0,22,FN,4.8262398,52.35126435
327,6832,4,Wijk,FP Westlandgracht,FP,2018,"31,9","13,9","17,8","23,8","12,5","0,1",114.0,,,4016.0,"4,7","62,7","19,7","11,5","1,4","33,5","49,1","17,5",3603.0,25,FP,4.8415109,52.34778785
328,6833,4,Wijk,FQ Sloten/Nieuw-Sloten,FQ,2018,"1,1","1,5","9,5","44,7","42,8","0,3",59.0,,,1245.0,"10,1","33,4","26,7","28,8",1,"19,6","27,6","52,8",3159.0,26,FQ,4.81912355,52.3393372
329,6834,4,Wijk,KA Hoofddorppleinbuurt,KA,2018,"2,9","64,9","18,2","5,7","8,4",0,64.0,,,7660.0,"6,7","54,4","24,7","12,7","1,5","13,1","48,8","38,2",5419.0,43,KA,4.848138,52.3480818
330,6835,4,Wijk,KB Schinkelbuurt,KB,2018,"4,5","55,6","22,8","9,1","7,8","0,2",66.0,,,7769.0,"6,8","60,3","22,4","9,1","1,4","34,7","36,2",29,5627.0,2,KB,4.852877,52.34964535
331,6836,4,Wijk,KC Willemspark,KC,2018,"0,9","7,2","25,5","12,4","53,9","0,1",75.0,,,4126.0,7,"41,7","23,8",26,"1,4","10,2","41,8",48,6669.0,3,KC,4.86279635,52.35437115
332,6837,4,Wijk,KD Museumkwartier,KD,2018,"5,4",12,"17,3","15,4","49,5","0,3",77.0,,,5187.0,"5,3","50,2","24,7","18,6","1,1","4,5",57,"38,5",6774.0,4,KD,4.87646435,52.3552648
333,6838,4,Wijk,KE Oude Pijp,KE,2018,"18,5","36,5","24,6","9,4","10,8","0,2",80.0,,,14861.0,"5,1",63,"21,9","8,1","1,9","26,8","46,8","26,5",6054.0,5,KE,4.89627025,52.35623165
334,6839,4,Wijk,KF Nieuwe Pijp,KF,2018,"10,7","48,4","24,4","9,2","6,9","0,3",74.0,,,14661.0,"5,9","61,4","22,1","9,1","1,5","31,3","40,6","28,1",5830.0,6,KF,4.8973224,52.3520907
335,6840,4,Wijk,KG Zuid Pijp,KG,2018,"1,8",54,"33,8","7,6","2,8","0,1",54.0,,,12953.0,11,"57,8",19,11,"1,2","70,4","14,3","15,3",5665.0,66,KG,4.90280345,52.35067815
336,6841,4,Wijk,KH Stadionbuurt,KH,2018,"1,4","42,5","34,3","12,4","9,5",0,85.0,,,6913.0,"9,6","55,1","21,2","12,8","1,3","48,9","33,8","17,3",5967.0,8,KH,4.8574755,52.34445665
337,6842,4,Wijk,KJ Apollobuurt,KJ,2018,"1,4","1,9","5,6","10,5","80,5","0,1",75.0,,,4397.0,"6,4","40,2","23,9","27,8","1,8","1,6","45,2","53,2",6493.0,9,KJ,4.87579195,52.34809945
338,6843,4,Wijk,KK Scheldebuurt,KK,2018,"4,8","10,9","36,8","32,3","15,1","0,2",60.0,,,7700.0,"6,6","48,8","25,3","16,5","2,8","17,2","54,7","28,1",5649.0,10,KK,4.8961454,52.341527
339,6844,4,Wijk,KL IJselbuurt,KL,2018,"1,2","32,9","52,2","7,4","6,2","0,1",70.0,,,11724.0,"7,9","56,2",23,"10,6","2,3","44,4","39,1","16,5",5485.0,11,KL,4.90391425,52.3480695
340,6845,4,Wijk,KM Rijnbuurt,KM,2018,"1,2","64,2",21,"8,1","5,6",0,35.0,,,5491.0,"7,7","57,1","23,4","9,9","1,9","39,1","40,3","20,6",5633.0,12,KM,4.9038287,52.3400648
341,6846,4,Wijk,KN Prinses Irenebuurt e.o.,KN,2018,0,"7,5","4,2","25,7","61,4","1,3",56.0,,,1829.0,"4,6","47,8","23,1","23,3","1,2",,"23,6","76,4",5686.0,14,KN,4.875265,52.34370745
342,6847,4,Wijk,KP Zuidas,KP,2018,"48,7","3,4","10,5","13,3","24,1",0,56.0,,,822.0,"2,8","71,5","17,3","7,7","0,7",,"90,7","9,1",5013.0,15,KP,4.87475785,52.33829205
343,6848,4,Wijk,KQ Buitenveldert-West,KQ,2018,"6,1","11,6","41,3","16,8","23,7","0,5",40.0,,,2649.0,"5,7","54,7",23,15,"1,4","26,4","33,3","40,3",4092.0,16,KQ,4.84837205,52.33015895
344,6849,4,Wijk,KR Buitenveldert-Oost,KR,2018,"12,7","5,5","40,2","18,8","22,5","0,4",65.0,,,3012.0,6,"58,2","22,5","12,3",1,"28,3","37,5","34,2",3939.0,17,KR,4.88851085,52.32913525
345,6850,4,Wijk,MA Oostelijk Havengebied,MA,2018,"0,6","6,4","21,3","36,7","34,7","0,3",69.0,,,5887.0,"9,9","43,2",25,21,"0,9","34,1",26,"39,9",4310.0,27,MA,4.9336513,52.3745605
346,6851,4,Wijk,MB Weesperzijde,MB,2018,"10,2","31,3","24,2","13,4","20,4","0,5",159.0,,,7658.0,"5,2","55,7","24,6","12,9","1,6","28,6","32,2","39,2",5451.0,28,MB,4.9105667,52.35435315
347,6852,4,Wijk,MC Oosterparkbuurt,MC,2018,"10,2","35,8","27,9","15,4","9,5","1,2",86.0,,,8503.0,"7,8","58,3","20,5","12,1","1,4","56,9","17,2","25,8",5153.0,29,MC,4.9175089,52.35904
348,6853,4,Wijk,MD Transvaalbuurt,MD,2018,"4,9","38,3",34,"15,6","7,2",0,67.0,,,12713.0,10,"53,5","19,3",15,"2,2","61,5","16,5","21,9",4975.0,30,MD,4.9213968,52.35394625
349,6854,4,Wijk,ME Dapperbuurt,ME,2018,"14,8","26,1","33,6","14,2",11,"0,3",106.0,,,9199.0,"7,6","59,1",20,"12,3","1,1","58,6","17,5","23,9",5038.0,74,ME,4.9298721,52.36095465
350,6855,4,Wijk,MF Indische Buurt-West,MF,2018,"7,8","43,3",27,"14,2","7,3","0,4",56.0,,,13968.0,8,"53,6","22,1","14,6","1,7","54,9","17,4","27,6",4764.0,31,MF,4.9360817,52.3621942
351,6856,4,Wijk,MG Indische Buurt-Oost,MG,2018,5,"34,7","30,3","23,3","6,7",0,67.0,,,5623.0,9,"53,2",20,"16,7","1,1","66,7","11,9","21,3",4573.0,32,MG,4.95038715,52.363115
352,6857,4,Wijk,MH Zeeburgereiland/Bovendiep,MH,2018,"43,5","9,1","26,5",11,"8,5","1,4",60.0,,,880.0,"3,9","70,1","17,5","7,4","1,1","41,7","49,4","8,9",3335.0,33,MH,4.9826381,52.36209375
353,6858,4,Wijk,MJ IJburg-West,MJ,2018,"1,9","1,4","8,3","31,3","57,1",0,60.0,,,5032.0,"14,1","30,5","17,9","36,8","0,7","32,8","17,5","49,8",3462.0,34,MJ,4.98973895,52.35968475
354,6860,4,Wijk,ML IJburg-Zuid,ML,2018,"3,7","3,4","10,6",36,"46,3",0,69.0,,,4493.0,"13,6","32,6","14,6","38,8","0,4","40,4","16,7","42,9",3627.0,36,ML,5.00638825,52.3497225
355,6861,4,Wijk,MM Frankendael,MM,2018,"23,6","27,3","22,7","13,2",13,"0,2",91.0,,,3730.0,"6,9","59,9","19,2","13,2","0,8","55,5","27,3","17,3",4773.0,37,MM,4.92620945,52.34757445
356,6862,4,Wijk,MN Middenmeer,MN,2018,"16,1","5,2","26,3","23,6","28,7","0,1",76.0,,,2717.0,"6,7",47,"23,6","20,9","1,8","21,4","40,4","38,2",4776.0,38,MN,4.94897385,52.3496457
357,6863,4,Wijk,MP Betondorp,MP,2018,"7,7","34,3","50,3","5,5","2,3",0,61.0,,,1840.0,10,"60,1",19,"10,4","0,5","81,5","3,3","15,3",4267.0,39,MP,4.93993925,52.3421535
358,6864,4,Wijk,MQ Omval/Overamstel,MQ,2018,"68,5","3,6","7,2","10,9","9,9",0,113.0,,,1143.0,"2,2","77,1","14,7","5,5","0,5","26,9","61,8","11,3",4488.0,40,MQ,4.91891395,52.33237885
359,6865,4,Wijk,NB Noordelijke IJ-oevers-West,NB,2018,"42,7","2,5","9,6","20,4","24,6","0,1",122.0,,,722.0,"3,4","65,5","19,3","11,5","0,4","25,2","60,7","14,1",4118.0,50,NB,4.88828365,52.40021275
360,6866,4,Wijk,NC Tuindorp Oostzaan,NC,2018,"6,7","30,7","40,2","8,8","13,6","0,1",62.0,,,3310.0,"11,6","42,3","21,8","23,7","0,7","62,1","7,9",30,3286.0,51,NC,4.89119195,52.41028075
361,6867,4,Wijk,ND Kadoelen,ND,2018,"1,2","7,9",30,"36,8",24,0,83.0,,,928.0,"9,4","29,1","27,8","33,2","0,6","25,9","13,7","60,4",3439.0,52,ND,4.90915285,52.4161941
362,6868,4,Wijk,NE Banne Buiksloot,NE,2018,"1,3","15,3","34,4","34,2","14,4","0,4",56.0,,,3621.0,"12,5","42,7",20,"23,6","1,1","64,3","6,5","29,2",2793.0,53,NE,4.9165661,52.4079328
363,6869,4,Wijk,NF Nieuwendammerdijk/Buiksloterdijk,NF,2018,"2,1","6,7","20,8","24,1","45,4",1,102.0,,,1792.0,"6,1","25,9","25,3","41,9","0,9",,"11,7","87,9",4509.0,54,NF,4.93357905,52.39356785
364,6870,4,Wijk,NG Elzenhagen,NG,2018,0,"0,3","13,2","21,5",65,0,69.0,,,1259.0,"7,1","29,1",22,"41,1","0,6","15,1",30,"54,9",3334.0,55,NG,4.9307624,52.40331505
365,6871,4,Wijk,NH Buikslotermeer,NH,2018,"1,3","15,2","43,2",31,9,"0,3",70.0,,,3614.0,"10,7","53,8","20,1","14,3","1,1",57,"13,1","29,9",2674.0,56,NH,4.9381749,52.40017325
366,6872,4,Wijk,NJ Waterlandpleinbuurt,NJ,2018,"3,6","15,4","45,6","23,5","11,4","0,4",101.0,,,4068.0,"14,8","41,7","17,7","24,6","1,1","51,9","16,8","31,2",2864.0,57,NJ,4.95389985,52.39455385
367,6873,4,Wijk,NK Volewijck,NK,2018,"5,7","46,6","31,2","12,3","4,1","0,2",92.0,,,4147.0,"13,5","51,1","17,8","16,6",1,"79,9","8,3","11,8",3375.0,58,NK,4.9111678,52.39107185
368,6874,4,Wijk,NL IJplein/Vogelbuurt,NL,2018,"6,5","36,1","27,1",23,"7,1","0,2",72.0,,,3501.0,"12,5","53,3","17,6","15,5",1,"72,7","7,3",20,3487.0,59,NL,4.92086315,52.38946545
369,6875,4,Wijk,NM Tuindorp Buiksloot,NM,2018,"4,3","44,3","45,2","3,4","2,9",0,102.0,,,5413.0,"15,1","42,2","22,4","19,3","0,9",82,,"17,2",3537.0,60,NM,4.92907435,52.3932217
370,6876,4,Wijk,NN Tuindorp Nieuwendam,NN,2018,"5,8","60,5","28,8","3,4","1,4","0,1",102.0,,,4319.0,"12,9","46,5",23,"17,4","0,4","80,3","2,1","17,6",3846.0,61,NN,4.94372485,52.39066235
371,6877,4,Wijk,NP Noordelijke IJ-oevers-Oost,NP,2018,"62,2","1,6","12,4","9,8","13,5","0,5",,,,282.0,1,"60,1","32,7","5,3",1,,"88,6","11,4",5043.0,62,NP,4.9356245,52.38420895
372,6878,4,Wijk,NQ Waterland,NQ,2018,"2,8","10,1","20,2","19,5","46,3","1,2",90.0,,,36.0,"6,3","30,5","29,8","32,9","0,5",4,"19,6","76,4",4601.0,63,NQ,5.0044116,52.39749585
373,6879,4,Wijk,SA Driemond,SA,2018,"0,9","8,3","46,5","27,5","16,5","0,3",29.0,,,385.0,11,28,"27,7","32,9","0,3","40,2","5,9",54,2816.0,64,SA,5.0088323,52.31348545
374,6880,4,Wijk,TA Amstel III/Bullewijk,TA,2018,"93,1","3,3","0,3","0,3","2,8","0,3",,,,75.0,"1,5","91,2","4,8","1,5","1,1",,"98,3",,2858.0,103,TA,4.9505866,52.29875535
375,6881,4,Wijk,TB Venserpolder,TB,2018,"11,3","31,6","36,8","12,7","7,5",0,,,,5933.0,"15,2","59,2","13,9","10,2","1,5","64,6",9,"26,4",2422.0,7,TB,4.94524345,52.3215816
376,6882,4,Wijk,TD H-buurt,TD,2018,"11,8","4,8","28,2","46,3","8,6","0,2",,,,4397.0,"20,9","53,8",12,"11,7","1,6","73,5",15,"11,5",2218.0,76,TD,4.95644015,52.3082972
377,6883,4,Wijk,TE Ganzenhoef e.o.,TE,2018,"7,4","13,5","6,9","34,7","37,2","0,2",,,,3928.0,"17,6","47,2","14,1","19,2",2,51,"18,9","30,2",2141.0,77,TE,4.9672283,52.322178
378,6884,4,Wijk,TF Geerdinkhof/Kantershof,TF,2018,"0,2","14,8","22,6","24,3","37,9","0,4",,,,2302.0,"9,5","53,9","19,5","15,5","1,6","30,1","10,7","59,2",2086.0,78,TF,4.98368765,52.32263805
379,6885,4,Wijk,TJ Holendrecht,TJ,2018,"0,5","14,8","29,3","43,7",11,"0,8",,,,3225.0,"23,4","45,5","15,2","15,2","0,8","76,3","5,1","18,5",2150.0,81,TJ,4.9670607,52.30116005
380,6886,4,Wijk,TK Nellestein,TK,2018,0,"8,8","43,6","34,9","11,7",1,79.0,,,790.0,"9,8","56,8","21,9","10,5",1,"19,9","38,1",42,2059.0,82,TK,4.99284355,52.3095795
381,6887,4,Wijk,TL Reigersbos,TL,2018,"4,9","16,5","35,6","31,7","10,9","0,3",,,,3228.0,"15,2","51,2","17,3","15,1","1,2","57,3","8,8","33,9",2320.0,83,TL,4.9726632,52.2929851
382,6888,4,Wijk,TM Gein,TM,2018,"3,9","11,3","44,5","31,8","6,3","2,2",66.0,,,2822.0,"16,6","42,9","19,1","20,3","1,1","46,4","14,2","39,4",2411.0,84,TM,4.9939257,52.295524
383,7641,4,Wijk,AA Haarlemmerbuurt,AA,2017,"10,6","29,1","25,7","15,4","18,3",1,73.0,,"7,5",10408.0,"6,8","59,1","21,5","11,7","0,9","43,2",28,"28,9",5235.0,21,AA,4.89021995,52.3837291
384,7642,4,Wijk,AB Jordaan,AB,2017,"19,8","37,7","22,3","9,3",10,1,91.0,,"7,4",15755.0,"5,7",66,"18,8","8,3","1,2","37,3","33,7",29,5433.0,23,AB,4.8814382,52.3745526
385,7643,4,Wijk,AC Grachtengordel-West,AC,2017,"9,7","19,8","17,3","13,1","36,7","3,4",71.0,,"7,1",9447.0,"3,2",61,"24,6","9,8","1,4","9,9",44,46,6248.0,24,AC,4.888214,52.37334925
386,7644,4,Wijk,AD Burgwallen-Nieuwe Zijde,AD,2017,"19,3","28,7","20,7","12,8","14,3","4,3",141.0,,"5,5",4985.0,"2,6","65,4","24,5","4,6","2,8","9,2","67,9","22,9",5167.0,41,AD,4.8971187,52.3749354
387,7645,4,Wijk,AE Burgwallen-Oude Zijde,AE,2017,"15,6","31,1","20,6","12,5","16,7","3,5",131.0,,"6,2",8220.0,4,65,"23,1","5,1","2,8","18,2","60,6","21,2",4692.0,42,AE,4.8976341,52.37229515
388,7646,4,Wijk,AF Nieuwmarkt/Lastage,AF,2017,"9,5","28,9","23,3","17,5","16,1","4,7",100.0,,"7,3",8601.0,"5,7","63,1","21,7",8,"1,5","40,4","29,3","30,3",4918.0,44,AF,4.904438,52.37291
389,7647,4,Wijk,AG Grachtengordel-Zuid,AG,2017,"9,8","19,8","19,4","15,1","33,7","2,2",167.0,,"6,9",6434.0,"3,8","60,3",24,"10,1","1,8","5,5",53,"41,5",5931.0,45,AG,4.8927838,52.3650518
390,7648,4,Wijk,AH De Weteringschans,AH,2017,"16,1","28,5","19,6","11,3","23,2","1,3",143.0,,"7,5",8230.0,"4,3","59,2","23,9","10,4","2,1","11,4","47,1","41,5",5584.0,46,AH,4.89192575,52.36205585
391,7649,4,Wijk,AJ Weesperbuurt/Plantage,AJ,2017,13,"27,7","27,2","9,8","21,2","1,1",77.0,,"7,2",5372.0,"4,2","63,6",22,"8,7","1,4","30,9","32,4","36,7",5186.0,47,AJ,4.91176485,52.3644559
392,7650,4,Wijk,AK Oostelijke Eilanden/Kadijken,AK,2017,"13,5","21,8","29,2","22,6","12,4","0,5",81.0,,"7,2",7263.0,"7,8","58,2","20,4","12,7",1,"58,7","11,9","29,4",4261.0,48,AK,4.9218291,52.37072065
393,7651,4,Wijk,EA Sloterdijk-West,EA,2017,"1,7","16,3","46,8","19,7",15,"0,4",,,,195.0,"2,7","42,4","40,9","11,7","2,3","4,7","87,6","7,7",4733.0,95,EA,4.85453985,52.39031575
394,7652,4,Wijk,EB Spaarndammerbuurt/Zeeheldenbuurt,EB,2017,11,45,"22,1",15,"6,4","0,4",76.0,,"7,2",4539.0,"9,5","58,6","18,5","12,4",1,"65,7","11,9","22,5",4173.0,96,EB,4.8744225,52.39042765
395,7653,4,Wijk,EC Houthavens,EC,2017,"52,5","12,2","10,5","11,1","13,6","0,1",76.0,,,3327.0,"3,8","56,3",24,15,"0,8",8,"67,1","24,9",4343.0,97,EC,4.8803174,52.3937846
396,7654,4,Wijk,ED De Kolenkit,ED,2017,"19,4","30,5","14,7","23,6","11,8",0,74.0,,"7,2",6734.0,8,"52,2","18,1",20,"1,7","68,5","12,4","19,1",3349.0,98,ED,4.8413775,52.37864745
397,7655,4,Wijk,EE Landlust,EE,2017,"4,2","62,9","23,1","5,7",4,"0,1",113.0,,"7,3",9303.0,"8,1","53,3","21,2","15,7","1,7","47,7","25,5","26,8",3901.0,99,EE,4.85425375,52.3798758
398,7656,4,Wijk,EF Erasmuspark,EF,2017,"2,8","67,3","17,7","8,4","3,8",0,86.0,,"7,2",8451.0,"7,1","53,1","24,6","12,7","2,4",17,"36,3","46,7",3911.0,100,EF,4.85118035,52.3762431
399,7657,4,Wijk,EG Centrale Markt,EG,2017,"3,4","15,7","29,5","35,7","14,5","1,1",94.0,,"7,4",2310.0,"11,1","48,6","18,6","20,7",1,"48,6","12,6","38,8",3989.0,101,EG,4.86567395,52.37904255
400,7658,4,Wijk,EH Staatsliedenbuurt,EH,2017,"19,8","39,6",20,14,"5,9","0,7",65.0,,"7,3",16636.0,"7,2","60,2",20,"11,6",1,"48,4",19,"32,6",4634.0,102,EH,4.875206,52.3808103
401,7659,4,Wijk,EJ Frederik Hendrikbuurt,EJ,2017,"13,6","47,5","22,4","10,5","5,9","0,2",94.0,,"7,5",14167.0,"5,8","61,5","21,4","10,2","1,1","38,4","30,4","31,3",4690.0,104,EJ,4.873115,52.37675945
402,7660,4,Wijk,EK Van Galenbuurt,EK,2017,"2,1","80,2","11,9","3,2","2,5",0,81.0,,"7,3",11180.0,"8,2","67,4","15,1","8,4","0,9","50,2","25,6","24,2",4149.0,105,EK,4.8495595,52.3719726
403,7661,4,Wijk,EL Geuzenbuurt,EL,2017,"4,4","56,6","26,8","6,8","5,2","0,1",108.0,,"7,5",13314.0,"5,9","53,3",25,"13,3","2,7","20,2","41,1","38,7",4297.0,106,EL,4.8614025,52.37277565
404,7662,4,Wijk,EM Hoofdweg e.o.,EM,2017,"2,1","76,4","12,2","5,9","3,3","0,1",70.0,,"7,4",14424.0,"8,2","56,6","21,2","12,5","1,5","39,9","35,9","24,1",4167.0,107,EM,4.8533061,52.36724645
405,7663,4,Wijk,EN ChassÃƒÂ©buurt,EN,2017,"1,6","30,7","48,3","10,2","9,2","0,1",89.0,,"7,8",11592.0,"9,3","47,6","22,7","18,3","2,1","43,8","28,3","27,8",4128.0,108,EN,4.86079195,52.36759385
406,7664,4,Wijk,EP Bellamybuurt,EP,2017,11,49,"23,8","9,2","6,9","0,2",86.0,,"7,6",14448.0,"6,5","62,5","19,9","9,3","1,8","37,6","35,9","26,5",4880.0,109,EP,4.8654401,52.36809885
407,7665,4,Wijk,EQ Da Costabuurt,EQ,2017,"8,9","25,2","41,4",14,"10,2","0,2",85.0,,"7,1",12296.0,"6,3",57,"24,3","10,5","1,8","22,8","41,6","35,6",4874.0,0,EQ,4.8721073,52.37013015
408,7666,4,Wijk,ER Westindische Buurt,ER,2017,"0,2","60,4","25,7","6,7","6,9","0,1",62.0,,"7,3",11484.0,"6,9","51,6","26,1","12,8","2,7","17,6","49,3","33,1",4590.0,1,ER,4.8540622,52.36100675
409,7667,4,Wijk,ES Van Lennepbuurt,ES,2017,"20,3","40,4",26,"9,1",4,"0,2",83.0,,"7,4",17500.0,"6,3","65,5","17,8","9,2","1,2","53,1","21,1","25,8",4763.0,13,ES,4.8674871,52.3650266
410,7668,4,Wijk,ET Overtoomse Sluis,ET,2017,"5,7","45,8","25,3","11,8","10,7","0,7",59.0,,"7,5",15219.0,"5,6","55,9","24,6","12,5","1,4","19,8","40,3","39,9",5167.0,18,ET,4.8598311,52.35973835
411,7669,4,Wijk,EU Helmersbuurt,EU,2017,"4,7","36,4","27,6","10,2","20,4","0,8",80.0,,"7,3",12694.0,6,"57,6","21,8","12,9","1,7","26,2","35,7","38,1",5278.0,19,EU,4.8715505,52.3635334
412,7670,4,Wijk,EV Vondelparkbuurt,EV,2017,"4,2","19,3","16,2","11,9","45,6","2,8",80.0,,"7,6",4216.0,"6,1","54,6",22,16,"1,3","16,8","39,1","44,1",5984.0,20,EV,4.87339625,52.3615828
413,7672,4,Wijk,FD Slotermeer-Noordoost,FD,2017,"11,4","46,3","28,2","10,9","3,2","0,1",104.0,,"6,9",4421.0,"11,1","47,6","16,2","23,7","1,4","65,6","7,9","26,5",2605.0,69,FD,4.8290986,52.380685
414,7673,4,Wijk,FF Lutkemeer/Ookmeer,FF,2017,"0,6","6,4","12,8","9,6","66,7","3,8",61.0,,,59.0,"9,7","35,4","26,2","27,2","1,5","6,1","37,5","56,4",3332.0,71,FF,4.7811914,52.3663398
415,7674,4,Wijk,FG De Aker,FG,2017,0,1,"23,3","28,1","47,6","0,1",61.0,,"7,5",3602.0,10,"31,5","22,4","35,4","0,8",30,"15,7","54,3",2671.0,72,FG,4.7814874,52.34943735
416,7675,4,Wijk,FH De Punt,FH,2017,"6,2",28,"26,8","25,6","13,2","0,1",121.0,,"7,4",4547.0,"7,4","49,4","19,2",23,1,"40,8","20,4","38,8",2184.0,73,FH,4.7843972,52.3576807
417,7676,4,Wijk,FJ Osdorp-Midden,FJ,2017,"2,9","12,7","32,9","30,3","20,8","0,4",97.0,,"7,3",6339.0,"10,8","43,6","18,4","25,5","1,7","59,3","12,6","28,1",2324.0,85,FJ,4.7951324,52.35534825
418,7677,4,Wijk,FK Osdorp-Oost,FK,2017,"3,3","21,2","42,9","17,9","14,3","0,4",92.0,,"7,2",5082.0,"8,7","52,5","20,6","17,1","1,1","58,5","13,2","28,3",2345.0,86,FK,4.80788145,52.3584471
419,7678,4,Wijk,FL Slotervaart-Noord,FL,2017,"4,7","16,5","34,8","22,1","21,8","0,1",70.0,,"7,3",3013.0,"11,5","42,2","22,1","23,1","1,2","41,3","25,4","33,3",2682.0,87,FL,4.82330125,52.3648658
420,7679,4,Wijk,FM Overtoomse Veld,FM,2017,"3,4","15,7","29,4","31,1",20,"0,3",100.0,,"6,9",3214.0,"7,9","50,3","19,5","20,6","1,7","47,4","31,5","21,1",2565.0,88,FM,4.84217435,52.36552265
421,7680,4,Wijk,FN Slotervaart-Zuid,FN,2017,"9,6","17,5","37,7","19,3","13,2","2,6",106.0,,"6,9",3684.0,"9,3","54,2","18,8","16,7",1,"68,7","10,8","20,4",2688.0,22,FN,4.8262398,52.35126435
422,7681,4,Wijk,FP Westlandgracht,FP,2017,"22,6","10,8","21,9","29,3","15,3","0,1",94.0,,"7,1",3253.0,"5,6","56,2","21,6","14,3","2,2","27,1",50,"22,9",3090.0,25,FP,4.8415109,52.34778785
423,7682,4,Wijk,FQ Sloten/Nieuw-Sloten,FQ,2017,"1,1","1,3","9,6","44,9","42,9","0,3",60.0,,"7,7",1222.0,10,"33,4","26,5","29,2","0,9","19,7","29,8","50,5",2772.0,26,FQ,4.81912355,52.3393372
424,7683,4,Wijk,KA Hoofddorppleinbuurt,KA,2017,"2,8","65,5","18,2","5,5","7,9",0,66.0,,"7,5",7653.0,"6,8","54,7","24,4","12,6","1,6","13,3","45,9","40,8",4778.0,43,KA,4.848138,52.3480818
425,7684,4,Wijk,KB Schinkelbuurt,KB,2017,"4,5","56,1","22,6","8,9","7,6","0,2",55.0,,"7,1",7809.0,"7,2","61,5","20,4","9,5","1,5","35,1","32,1","32,8",4991.0,2,KB,4.852877,52.34964535
426,7685,4,Wijk,KC Willemspark,KC,2017,"0,9","7,4","25,5","12,4","53,6","0,1",66.0,,"7,7",4116.0,"6,8","43,4","22,9","25,7","1,3","10,1","39,5","50,4",6061.0,3,KC,4.86279635,52.35437115
427,7686,4,Wijk,KD Museumkwartier,KD,2017,"5,6","12,1","17,3","15,4","49,3","0,3",75.0,,"7,8",5143.0,"5,3",50,"24,4",19,"1,3","4,6","54,8","40,7",6063.0,4,KD,4.87646435,52.3552648
428,7687,4,Wijk,KE Oude Pijp,KE,2017,"18,7","36,8","24,4","9,4","10,5","0,2",85.0,,"6,8",14758.0,5,"63,7","20,9","8,3","2,1","27,1","42,7","30,2",5334.0,5,KE,4.89627025,52.35623165
429,7688,4,Wijk,KF Nieuwe Pijp,KF,2017,"10,9","48,6","24,4","9,1","6,6","0,3",74.0,,"7,2",14625.0,6,"62,3","20,6","9,2","1,8","31,5","37,1","31,4",5030.0,6,KF,4.8973224,52.3520907
430,7689,4,Wijk,KG Zuid Pijp,KG,2017,"1,8","54,2","33,7","7,5","2,6","0,1",50.0,,"7,3",12952.0,"11,4","57,4","18,4","11,3","1,5","70,7",14,"15,3",4869.0,66,KG,4.90280345,52.35067815
431,7690,4,Wijk,KH Stadionbuurt,KH,2017,"1,4","42,6","34,3","12,4","9,3",0,79.0,,"7,5",6948.0,"9,5",55,"21,1","13,1","1,2","49,1","33,3","17,6",5078.0,8,KH,4.8574755,52.34445665
432,7691,4,Wijk,KJ Apollobuurt,KJ,2017,"1,5",2,"5,5","10,4","80,6","0,1",55.0,,"8,3",4389.0,"6,2","40,6","24,1","27,3","1,8","1,6","45,4",53,5480.0,9,KJ,4.87579195,52.34809945
433,7692,4,Wijk,KK Scheldebuurt,KK,2017,"4,8","10,9",37,"32,4","14,8","0,2",58.0,,"7,6",7684.0,"6,7","49,2","25,3",16,"2,8","17,5","53,2","29,3",4858.0,10,KK,4.8961454,52.341527
